,Type,District,Storage name,Address,Manager Name,Mobile No,Capacity in MT
1808,Cold Storages,Pune,Maharashtra State Warehousiing Corporation,"Pachora, Dist. Jalgaon",,,1808.61
1809,Cold Storages,Pune,Maharashtra State Warehousiing Corporation,"Ozar, Dist. Nashik",,,1903.44
1810,Cold Storages,Pune,Maharashtra State Warehousiing Corporation,"Butibori MIDC, Dist. Nagpur",,,1808.61
1811,Cold Storages,Pune,Maharashtra State Warehousiing Corporation,"Hinghanghat, Dist. Wardha",,,3079.83
1812,Cold Storages,Pune,Maharashtra State Warehousing Corporation,"Midc,Plot-B-1,Chandur Rly",,,1759.38
1813,Cold Storages,Pune,Maharashtra State Warehousing Corporation,"MIDC,Plot-C-4,Baramati",,,3000.0
1814,Cold Storages,Pune,Maharashtra State Warehousing Corporation,"APMC,Nandgaon",,,1759.38
1815,Cold Storages,Pune,Maharashtra State Warehousing Corporation,"At APMC (Shivleela Market), Indapur Area, Indapur Taluk, Dist. Pune",,,1808.61
1816,Cold Storages,Pune,Maharashtra State Warehousing Corporation,"Plot Survey No.46, Gat No.93, Khamgaon (Warkhed), Tal. Khamgaon, Dist. Buldana",,,1812.16
1817,Cold Storages,Pune,Maharashtra State Warehousing Corporation,"MIDC, Plot No. H-105, Ambad, Tal. Ambad, Dist. Nashik",,,1110.88
1818,Cold Storages,Pune,Mr Dhiraj Dharamchand Chhajed,"Gat No. 125, Village : Rohakal, Tal: Khed, Dist: Pune - 410 505",,,9600.0
1819,Cold Storages,Pune,Mr Suresh Baburao Bhadale,"At Post: Wagholi, Tal: Haveli, Dist: Pune",,,7800.0
1820,Cold Storages,Pune,Mr Suresh Namdeo Gore,"Kharabwadi Chakan,Gat No.2364,Khed",,,1200.0
1821,Cold Storages,Pune,Mr. Ashok Baburao Bhagat,"Gno-174,Katkawale,Tq. Purandhar",,,1248.0
1822,Cold Storages,Pune,Mr. Dnyaneshwar Shankar Kale & 2 Others,"Gno-167,At Tarade,Tq:Haveli",,,700.0
1823,Cold Storages,Pune,Mr. Sudam Dhondibhau Auti,"Gno-1280,Mz:Rajuri,Tq:Junnar",,,2062.67
1824,Cold Storages,Pune,Mr. Vasant Eknath Bahirat & Others,"Rno-193,Sadesatara Nali,Hadapsar,Pune",,,1248.0
1825,Cold Storages,Pune,Mr.Sandip Gulabrao Katke & Mr.Sunil Gulabrao Katke,"Gno-754-55,Wagholi,Katkewadi,Dist.Pune",,,6373.47
1826,Cold Storages,Pune,Mr.Sanjay Kale & Mr. Ramkrishna Kale,"Gno-251/3,Mz:Kadamwakvasti,Haveli",,,4825.12
1827,Cold Storages,Pune,Mrs Uma Alias Reshma Pratap Khutwad & Mr Chitrasen Dhondiba Khutwad,"S No. 159, 3 & 4, A/P: Phursungi, Tal: Haveli, Dist: Pune - 412308",,,9870.0
1828,Cold Storages,Pune,Mrs. Ashalata Ramdas ShIndividual E,Nimbut,,,5184.0
1829,Cold Storages,Pune,Mrs. Kumudini Dhondiba Khutwad,"S.No.159 (134), H.No.3+4, Near Phursungi, Maldakka, Tal. Haveli, Dist. Pune",,,10112.0
1830,Cold Storages,Pune,Mrs. Sneha Pankaj Chhajed,"Gno-497,Wagholi,Tq:Haveli",,,9054.88
1831,Cold Storages,Pune,Ms Axis Agro India Pvt Ltd Pune,,Smt Surekha S Shinde,,1188.0
1832,Cold Storages,Pune,Ms Ecofresh Cold Storage,,Mr Dilip Sadashiv Revankar,,1066.0
1833,Cold Storages,Pune,"Ms Nilima S. Salunke, Yewalewadi","Gut No.42,Yewalewadi,Tq:Haveli",,,1015.0
1834,Cold Storages,Pune,Ms Nirmal Cold Storage,,Smt Lata,,5046.0
1835,Cold Storages,Pune,Ms Purandar Milk Agro Products Ltd,,Shri Sanjay Chandrakant Jagtap,,3387.0
1836,Cold Storages,Pune,Nira Canal Society KVS,Baramati,,,2867.0
1837,Cold Storages,Pune,Nira-Bhima Sahakari Sakhar Karkhana Ltd.,Shahajinagar,,,10000.0
1838,Cold Storages,Pune,"Nira-Canal Societies Sah. KVS Ltd.,Jalochi","Gno-124,Jalochi,Tq:Baramati",,,1728.68
1839,Cold Storages,Pune,"Palasdev V.K.S., Palasdev","Mno.338,At Palasdev,Tq-Individual Apur",,,175.0
1840,Cold Storages,Pune,Ravindra Agarwal,"Gat No. 691,Wadki, Tal: Haveli, Dist: Pune",,,1106.74
1841,Cold Storages,Pune,SM Holkar & BM Holkar,Hol,,,269.136
1842,Cold Storages,Pune,"Sant Tukaram VKS Ltd. Godown Gat No./Milkat No.50,46,267 At Babhulsar, Tal.Shirur, Dist.Pune",Babhulsar,,,150.0
1843,Cold Storages,Pune,"Sarubai Ramchandra Sandbhor & Her Son,Mhalunge","Gut No.191/1,Mhalunge,Tq:Khed",,,992.0
1844,Cold Storages,Pune,Sh. Subhash Bhikoba Tilekar,"Phursungi, Tal. Haveli, Pune",,,1200.0
1845,Cold Storages,Pune,Shreenath Mhaskoba Sakhar Karkhana Ltd. (Godown No.2),"Godown- No.2,SMSK Ltd. At Patethan,Tq.Daund",,,8260.49
1846,Cold Storages,Pune,"Shreenath Mhaskoba Sakhar Karkhana Ltd.,Shreenathnagar (Godown No.1)",At Pathethan.Tq:Daund,,,8400.0
1847,Cold Storages,Pune,"Shri Dharamchand Hukumchand Chhajed, Wagholi","Gut No.498,Village-Wagholi,Tq:Haveli",,,5370.0
1848,Cold Storages,Pune,Shri Digambar Shankarrao Tompe,"Gno-53,At Shikrapur,Tq.Shirur,Pune",,,997.937
1849,Cold Storages,Pune,Shri Ganesh B Pathare,"At Gut No. 37, At & Po: Chimbliu, Tal: Khed, Dist: Pune",,,8450.0
1850,Cold Storages,Pune,"Shri Hrishikesh Krishnnath Mahajan,Talegaon Dabade","At Sno.112,Mz:Ambale,Tq:Maval",,,600.0
1851,Cold Storages,Pune,"Shri Mahadev Sopan Gaware,A/P-Vitthalwadi","At Milkit No.256,Tq:Shirur",,,271.975
1852,Cold Storages,Pune,Shri Pandurang Maruti Hulawale (Akshay Warehouse),"Sno-136/1/2/A,A/P-Hinjawadi,Tq-Mulshi",,,750.0
1853,Cold Storages,Pune,Shri Rajesh Mohandas Ahuja & Smt. Deepa Ahuja,"Sno-163(P),Fursungi,Taluk-Haveli",,,4801.55
1854,Cold Storages,Pune,Shri Shankar Mahadu Jambhulkar,"S.No.257,Hissa-4,Hinjewadi,Tal.Mulshi",,,1820.0
1855,Cold Storages,Pune,Shri Shankarrao Gundaji Bhuruk,"Gno-240,At & Tq:Velha,District-Pune",,,525.78
1856,Cold Storages,Pune,Shri. Arjun Baburao Jagtap,Khengarewadi,,,450.0
1857,Cold Storages,Pune,Shri. D D Mehta,Fursungi,,,1000.0
1858,Cold Storages,Pune,Shri. Digambhar Vitthal Pansare,Katewadi,,,290.0
1859,Cold Storages,Pune,Shri. Gangadhar Vithoba Korekar,Nhavare,,,189.0
1860,Cold Storages,Pune,Shri. Gauri Warehouse,Kuruli,,,1675.2
1861,Cold Storages,Pune,Shri. Sanjay P. Kate,Kanheri,,,217.0
1862,Cold Storages,Pune,Shri. Satish Gangadhar Korekar,Shirur,,,245.0
1863,Cold Storages,Pune,Shri. Shahaji J ShIndividual E,Nhavare,,,383.0
1864,Cold Storages,Pune,Shri. Subhash Baban Pawar,Nhavare,,,263.0
1865,Cold Storages,Pune,Smt Lata Gorakh Thorat,"At Post: Walki, Tal: Daund, Dist: Pune",,,393.69
1866,Cold Storages,Pune,Smt. Archana R. Kale,"At. Savanwadi, Baramati MIDC, BARAMATI",,,10920.0
1867,Cold Storages,Pune,Smt. Rajashree Nandkumar Girme & Shri. Madhukar Narayan Girme,Manjari Budruk,,,1020.0
1868,Cold Storages,Pune,Smt. Sumitra Pralhad Pote,Phursungi,,,939.0
1869,Cold Storages,Pune,Smt.Suman S Dhangekar,"Gat No. 1364,Wagholi Gaon,Tal. Haveli,Nagar Road,",,,2333.66
1870,Cold Storages,Pune,Surendrakumar Popatrao Navale,"Gno-312-3,At Kanergaon,Tq.Shirur",,,10000.0
1871,Cold Storages,Pune,"Yashwant VKS, Sansar No.2(Sanjaynagar) Tal.Individual Apur",Sansar No.2 (Sanjaynagar),,,107.0
1872,Cold Storages,Raigad,"APMC, Panvel",Panvel,,,773.0
1873,Cold Storages,Raigad,Hamrapur Vibhag Sah. Bhat Girni Ltd.,Johe,,,250.0
1874,Cold Storages,Raigad,Maharashtra State Warehousing Corporation,"APMC,Sr.No.-463,Panvel",,,1955.34
1875,Cold Storages,Raigad,Mangaon Taluka Shetkari Sahakari Kharedi Vikri Sangh Ltd.,Mangaon,,,250.0
1876,Cold Storages,Raigad,Varsoli Vividh Karyakari Seva Sah.Soc.Ltd.,Varsoli,,,300.0
1877,Cold Storages,Ratnagiri,M/S Chiplun Parisar Swayamrojgar Seva Udyog Sah. Sanstha,Chiplun,,,648.0
1878,Cold Storages,Ratnagiri,M/S Laxmi Sahakari Krishi Aud. Utpadak Sanstha,Kondiwari,,,1200.0
1879,Cold Storages,Ratnagiri,M/S Ori Panchkroshi VKS,Ori,,,133.61
1880,Cold Storages,Ratnagiri,M/S Palpene VKS,Palpene,,,113.0
1881,Cold Storages,Ratnagiri,"M/S Pawar Sahakari Aud. Vasahat Sanstha Ltd.,",Pawar Sakhari Audygik Vasahat Sanstha,,,662.0
1882,Cold Storages,Ratnagiri,"M/S Ratnagiri Zilha Krishi Audyogik Srv. Seva Sah. Sanstha Ltd.,",Zadgaon,,,335.876
1883,Cold Storages,Ratnagiri,"M/S Ratnagiri Zilha Krishi Audyogik Srv. Seva Sah. Sanstha Ltd.,",Zadgaon,,,360.0
1884,Cold Storages,Ratnagiri,M/S Ratnagiri Zilla Sugarcane Producers SS,Sawarde,,,999.0
1885,Cold Storages,Ratnagiri,M/S Tamhanmala Panchakroshi Grup Vividh KVS,Mirvane,,,207.0
1886,Cold Storages,Ratnagiri,Maharashtra State Warehousiing Corporation (2 Units),"Mirjole Block, MIDC Ratanagir, Plot T-6, Dist. Ratnagiri",,,5000.0
1887,Cold Storages,Ratnagiri,"Shiral Gat V.K.S. Sah. Society Ltd.,Shiral","Sno-50,At Rehel(Bagadi),Tq.Chiplun",,,104.345
1888,Cold Storages,Ratnagiri,Shri Sudhir Mahadeo Wasave,"At Post: MIDC, Plot No. E/5/9, MIDC, Mirjole, Tal & Dist: Ratnagiri",,,203.454
1889,Cold Storages,Sangli,Bhagirathibai Rambilasji Holani,"At Partur, Tal Partur, Dist. Jalna",,,1000.0
1890,Cold Storages,Sangli,"Chandrakant Mohan Hekade,Maliwada",Aitwadekhurd,,,225.0
1891,Cold Storages,Sangli,Hutatma Madhyawarti Sahakari Grahak BHandar Sanstha,"Sno-452/3A,A/P & Tq. Walwa",,,420.385
1892,Cold Storages,Sangli,Kajah Trading Pvt Ltd,"P B No. 44, Shivajinagar, Miraj 416410",,,764.38
1893,Cold Storages,Sangli,M/S Aitwade ( Kh ) VKS,Aitwade,,,300.0
1894,Cold Storages,Sangli,M/S Bhilashi VKS,Bilashi,,,200.0
1895,Cold Storages,Sangli,M/S Chitale AgroIndividual Ustries,"Bhilwadi Station,Tq:Palus,Sangli",,,2873.13
1896,Cold Storages,Sangli,M/S Jyothirling Tambre VKS,Tambre,,,100.0
1897,Cold Storages,Sangli,"M/S Kasegaon Paschim Bhag VKS Ltd.,",Kasegaon,,,150.0
1898,Cold Storages,Sangli,"M/S Kurlap Seva Sahakari. Society Ltd.,",Kurlap,,,225.0
1899,Cold Storages,Sangli,"M/S Ladegaon SSS Society Ltd.,",Ladegaon,,,100.0
1900,Cold Storages,Sangli,M/S Latif Agro Warehouse,"Mz:Panchling Nagar,Tq:Khanapur",,,1150.78
1901,Cold Storages,Sangli,"M/S Laxmi Mahila Dudh Utpadak Sanstha Ltd.,",Sakhrale,,,172.0
1902,Cold Storages,Sangli,"M/S Padmavati Warehousing, Kanadwadi","Gut No.81 A/P Kanadwadi, Tal. Miraj, Dist. Sangli",,,5853.79
1903,Cold Storages,Sangli,M/S Saptagiri Warehousing,"Gno-21&24,Kanadwadi,Taluk-Miraj,Dist.Sangli",,,2417.18
1904,Cold Storages,Sangli,M/S Shrikrishna Sahakari Dudh Utpadak Sanmstha,"Taluka - Walva, Sangli",,,126.0
1905,Cold Storages,Sangli,"M/S Sonhira SSK Ltd.,",Wangi,,,10000.0
1906,Cold Storages,Sangli,M/S Vishwasrao Naik SSK,Chikhali,,,9580.0
1907,Cold Storages,Sangli,MS Om Cold Storage Pvt Ltd,,Shri Gagan Gulshankumar Agarwal,,2584.0
1908,Cold Storages,Sangli,Maharashtra State Warehousing Corporation,"Shegaon Raod,Khamgaon",,,5980.26
1909,Cold Storages,Sangli,"Mr. Yashwant Nanaji Nimje, Chandankheda",Dudhgaon,,,125.0
1910,Cold Storages,Sangli,Ms Giriraj Cold Storagesangli,,Shri Ketan Gulabrao Suchak,,579.0
1911,Cold Storages,Sangli,Ms Krishna Agrotech Sangli,,Shri Dilip Kantilal Rojiwadia,,574.0
1912,Cold Storages,Sangli,Ms Rohini Agrotech,,Mr Rajesh Laxminarayan Mundada,,2500.0
1913,Cold Storages,Sangli,Ms Siddhivinayak Agrotech Cold Storagesangli,,Shri Sudam Laxman Mali,,2150.0
1914,Cold Storages,Sangli,Ms Surbhi Cold Storage,,Shri Pandurang Tukaram Kolekar,,2620.0
1915,Cold Storages,Sangli,Satish Ravsaheb Patil,"Ward No.2, H.No.483, Samdoli, Tal. Miraj, Dist. Sangli",,,288.0
1916,Cold Storages,Sangli,Sau Sairandra Devidas Sontakke,Akalkhop,,,870.0
1917,Cold Storages,Sangli,Shri Jankiram Nakatuji Madavi,Sakharale,,,200.0
1918,Cold Storages,Sangli,"Shri. Keshavraj Tambre VKS Ltd.,",Tambre,,,200.0
1919,Cold Storages,Sangli,Shri. Krushnarao Patil VKS Ltd,Mangrul,,,200.0
1920,Cold Storages,Sangli,Warana Morana Sahakari Phale Phule Va Bhajipala Kvs,"Csno-218,At & Tq:Shirala",,,982.0
1921,Cold Storages,Sangli,"Yedenipani Seva Sahakari Society Ltd.,",Yedenipani,,,140.0
1922,Cold Storages,Satara,Abhepuri VKS,Abhepuri,,,101.0
1923,Cold Storages,Satara,Amar Seeds Private Ltd.,"Gat No.315-6,At Mathachiwada,Tq:Phaltan",,,1200.0
1924,Cold Storages,Satara,Anawadi V.K.S.Society Ltd.,"Mno-255,Mz:Anawadi,Tq:Wai",,,105.123
1925,Cold Storages,Satara,Ashok Gosai Sontakke,Taradgaon,,,151.0
1926,Cold Storages,Satara,"Balasaheb Desai SSK Ltd., Daulatnagar",Daulatnagar,,,4937.0
1927,Cold Storages,Satara,Bhiwapur Taluka Shetkari Sahkari Kharedi Vikri Society Ltd.,Algudewadi,,,136.0
1928,Cold Storages,Satara,Bidal No.2 VKS,Bidal,,,202.0
1929,Cold Storages,Satara,"Budh V.K.S. Seva Society Ltd.,","Budh, Tal. Khatav, Dist. Satara",,,160.0
1930,Cold Storages,Satara,ChIndividual Awali VKS,ChIndividual Awali,,,117.0
1931,Cold Storages,Satara,Chandak VKS,Chandak,,,102.0
1932,Cold Storages,Satara,Chinchani V.K.S. Seva Socty.Ltd. Chinchani,"Chinchani,Tq:Satara",,,100.0
1933,Cold Storages,Satara,"Giravi V.K.S.Seva Society Ltd.,Giravi","At Giravio,Tq.Phaltan",,,203.952
1934,Cold Storages,Satara,Gokhali VKS,Gokhali,,,302.0
1935,Cold Storages,Satara,"Goware V.K.S. Seva Socy. Ltd.,Goware",Govare.Tq: Karad,,,100.0
1936,Cold Storages,Satara,"Gramin Godown, Limb VKS Seva Society Ltd., Limb, Tal.Satara, Dist.Satara",Limb,,,250.0
1937,Cold Storages,Satara,"Gramin Godown, Parkhandi VKS Seva Society Ltd., Parkhandi, Tal.Wai, Dist.Satara",Parkhandi,,,100.0
1938,Cold Storages,Satara,Hingani V.K.S. Seva Society Ltd.,"Gno-586,A/P-Hingani,Tq.Man",,,131.4
1939,Cold Storages,Satara,"Hol VKS, Hol, Tal.Phaltan",Hol,,,247.0
1940,Cold Storages,Satara,Kalambhe VKS Seva Society,Kalambhe,,,226.0
1941,Cold Storages,Satara,"Kanur VKS Seva Society, Kanur",Kanur,,,100.0
1942,Cold Storages,Satara,"Khingar VKS Seva Society Ltd., Khingar","Tal. Javali, Dist. Satara",,,104.0
1943,Cold Storages,Satara,"Kikali V.K.S. Seva Socy. Ltd., Kikali","At M No. 649-50,Kikali,,Tq:Wai",,,112.0
1944,Cold Storages,Satara,Kiroli VKS,Kiroli,,,175.0
1945,Cold Storages,Satara,Koyana Agro Industries Ltd,"Plot No. A 14 To A 16, MIDC Patan, Dist: Satara - 415 206",,,3000.0
1946,Cold Storages,Satara,"Krishna SSK, Ltd. At Hazarmachi",Hazarmachi,,,5703.0
1947,Cold Storages,Satara,"Krishna SSK, Rethere Bk.",Rethere Bk.,,,9600.0
1948,Cold Storages,Satara,Kuthare Gram V.K.S.Seva Society(YashwantSupugade & 2),"Supugadewadi,Post:Kuthare,Tq:patan",,,118.0
1949,Cold Storages,Satara,M/S Andori VKS Andori,Andori,,,109.0
1950,Cold Storages,Satara,M/S HIndustan Feeds Mfg Co.,"L-6, Addl. MIDC, Satara -415004",,,2000.0
1951,Cold Storages,Satara,M/S Kelghar VKS Ltd.,Kelghar,,,203.0
1952,Cold Storages,Satara,M/S Lohare VKS,Lohare,,,100.0
1953,Cold Storages,Satara,M/S Mathachiwadi VKS Ltd.,Mathachiwadi,,,302.0
1954,Cold Storages,Satara,"M/S Padali VKS, Padali",Padali,,,110.0
1955,Cold Storages,Satara,"M/S Sanbur VKS, Sanbur",Sanbur,,,112.0
1956,Cold Storages,Satara,"M/S Siddheshwar SSK Ltd.,",Kumathe,,,10000.0
1957,Cold Storages,Satara,M/S Tarale VKS Ltd.,Tarale,,,109.0
1958,Cold Storages,Satara,Maharashtra State Warehousiing Corporation (4 Units),"MIDC, Satara, Plot No, K-4, Dist. Satara",,,7000.0
1959,Cold Storages,Satara,Maharashtra State Warehousing Corporation,"K-4,Additional MIDC,Satara",,,5278.14
1960,Cold Storages,Satara,"Manu-Gram V.K.S. Seva Society , Manu",Manu,,,118.0
1961,Cold Storages,Satara,Mhaswad No 1. VKS,Mhaswad,,,196.0
1962,Cold Storages,Satara,Ms P D Shah Sons,,Shri Ashok Popatlal Shah,,2810.0
1963,Cold Storages,Satara,Ms Royal Foodstuff Pvt Ltd,,Shri Shivsharan H Sakkargi,,3640.0
1964,Cold Storages,Satara,Ms S B S Foods Pvt Ltd,,Shri Sopanrao Baburao Salunke,,4468.0
1965,Cold Storages,Satara,Pachwad V.K.S. Seva Society Ltd.,"Pachwad, Tq:Man",,,100.0
1966,Cold Storages,Satara,"Palshi V.K.S.Seva Society Ltd.,Palshi","Gno-64/1,Mz:Palashi,Tq:Khatav",,,125.629
1967,Cold Storages,Satara,Patan Taluka KVS,Patan,,,252.0
1968,Cold Storages,Satara,"Raigaon VKS Ltd., Raigaon Tal.Javali, Dist.Satara",Raigaon,,,142.0
1969,Cold Storages,Satara,Ruigavhan V.K.S.,"Choudharwadi, Phaltan",,,110.0
1970,Cold Storages,Satara,Sainik V.K.S. Seva Sanstha Ltd.,Pimpali,,,3000.0
1971,Cold Storages,Satara,Sarkhal V.K.S. Seva Socty.Ltd.Sarkhal,"Sarkhal,Tq:Satara",,,100.0
1972,Cold Storages,Satara,Sh. Vittal D. Varude,Nimsod,,,232.44
1973,Cold Storages,Satara,Shedagawadi V.K.S. Seva Society Ltd.,"Shedagawadi, TQ:khandala",,,204.0
1974,Cold Storages,Satara,Shendurjane VKSS,Shendurjane,,,100.0
1975,Cold Storages,Satara,Shivaji Seshrao Bharose,Wagheri,,,137.0
1976,Cold Storages,Satara,"Shri Santosh Dadaji PArkhi,A/P-Nawatala",Hajarmachi,,,3500.0
1977,Cold Storages,Satara,"Shri Yadaorao T. Gedam,A/P-Saoli",Gondavale,,,100.0
1978,Cold Storages,Satara,Shriram Shetkari Kamgar Sha. Grahak Sanstha Ltd.,"(Shriram Bazar), Tal. Phaltan, Dist. Satara",,,400.0
1979,Cold Storages,Satara,Tondale V.K.S. Seva Society Ltd. Tondale,"Tondale,Tq:Man",,,100.0
1980,Cold Storages,Satara,"Wakhari V.K.S. Seva Society Ltd.,Wakhari","Wakhari, Tq: Phaltan",,,113.0
1981,Cold Storages,Satara,Warkute Malawdi VKS,Malawadi,,,250.0
1982,Cold Storages,Satara,Wavarhire V.K.S. Seva Society Ltd,"Gno-1322,A/P-Wavarhire,Tq.Man",,,113.88
1983,Cold Storages,Sindhudurg,HIndividual Ale Poyare Group Sammilit VKS,HIndividual Ale,,,133.65
1984,Cold Storages,Sindhudurg,Kasal VKSS,Kasal,,,168.0
1985,Cold Storages,Sindhudurg,Kuwale VKS Ltd.,Devgad,,,172.0
1986,Cold Storages,Sindhudurg,"M/S Banda Group VKS Society Ltd.,",Banda,,,100.0
1987,Cold Storages,Sindhudurg,M/S Kolgaon VKS,Kolgaon,,,105.608
1988,Cold Storages,Sindhudurg,M/S Malvan Taluka KVS(1241 ),Malvan,,,141.0
1989,Cold Storages,Sindhudurg,M/S Mangaon VKS,Mangaon,,,264.0
1990,Cold Storages,Sindhudurg,"M/S PinguliVKS Society Ltd.,",Pinguli,,,181.0
1991,Cold Storages,Sindhudurg,"M/S SIndividual Hu Cashew Cooperative Madyark Karkhana Ltd.,",Aronda,,,1000.0
1992,Cold Storages,Sindhudurg,M/S Sthapeshwar VKS Society,Degave,,,230.0
1993,Cold Storages,Sindhudurg,"M/S Vadacha Pat VKS Society Ltd.,",Vadachapat,,,136.0
1994,Cold Storages,Sindhudurg,Maharashtra State Warehousiing Corporation,"Plot No.G-31, MIDC Khudal, Dist. Sindhudurg",,,3400.0
1995,Cold Storages,Sindhudurg,Malvan Taluka KVS,Malvan,,,182.0
1996,Cold Storages,Sindhudurg,Mangesh Balaji Morey,Wadiwaravade,,,200.0
1997,Cold Storages,Sindhudurg,Mr Suresh Ankush Nerurkar's Cashew Processing Unit,"A/P : Vadachapat, Tal: Malvan, Dist: Sindhudurg",,,320.92
1998,Cold Storages,Sindhudurg,Mr. Prabhakr Krishna Parab,"Sr.No.17/4,Mz:Gotos,Tq:Kudal",,,235.561
1999,Cold Storages,Sindhudurg,Sh. Bandeshwar Fal Prakriya Sah. Sanstha Ltd.,"Banda, Sawantwadi",,,131.0
2000,Cold Storages,Sindhudurg,Sh. Ganpat Dattaram Naik,"Vetore, Vengurla",,,113.0
2001,Cold Storages,Sindhudurg,"Shree Sateri Prasarak Vikas Sahakari Society Ltd., Vetore",Vetore,,,110.0
2002,Cold Storages,Sindhudurg,Shri Jaiteer V.K.S.Society Ltd.,"Sno-1,H.No.11(P),Tulas,Tq.Vengurla",,,130.748
2003,Cold Storages,Sindhudurg,Shri MilInd Anant Somale,"Sno-103/159A,Somalewadi,Tq.Deogad",,,128.326
2004,Cold Storages,Sindhudurg,Shri. Chandrakanth Gadekar,Adeli,,,288.0
2005,Cold Storages,Sindhudurg,Shri. Prashant Gopinath Gadhe,Kharepatan,,,274.27
2006,Cold Storages,Sindhudurg,Shri. Subhash Harichandra Dhuri,Rathiwada,,,102.0
2007,Cold Storages,Sindhudurg,Smt. Shobha Mohan Gawade,Malewad,,,225.0
2008,Cold Storages,Sindhudurg,Talawade V K S Soc Ltd ( Promoter Shri Dilip Laxman Malwankar),"At Post: Talawade, Tal: Sawantwadi, Dist: Sindhudurg",,,216.0
2009,Cold Storages,Solapur,"APMC,Karmala","Main Market Yard, Karmala,Tq.Karmala",,,3708.23
2010,Cold Storages,Solapur,"APMC,Kurudwadi","At Kurduwadi,APMC-Kurduwadi,Tq-Madha",,,10442.9
2011,Cold Storages,Solapur,"APMC,Kurudwadi","At Kurduwadi,APMC-Kurduwadi,Tq-Madha",,,12933.9
2012,Cold Storages,Solapur,Chandrabaug SSK,Bhalwani,,,10000.0
2013,Cold Storages,Solapur,"M/S Balaji Warehousing,Barsi","Gno-40/1-C,At Jamgaon,Tq:Barsi",,,1844.0
2014,Cold Storages,Solapur,M/S Bhima SSK,Takali,,,10000.0
2015,Cold Storages,Solapur,"M/S Lokmangal Agro Individual Ustries Ltd.,",Bibi Darphal,,,10000.0
2016,Cold Storages,Solapur,M/S Salakki Warehouse,"Gut No. 2/2, Mouje Mulegaon Tanda, Hyderabad Road, Solapur, Tal:South Solapur, Dist: Solapur",,,5000.0
2017,Cold Storages,Solapur,MS Siddheshwar Cold Storage,,Shri Mahesh Jagannath Sindegi,,4791.0
2018,Cold Storages,Solapur,Maharashtra State Warehousing Corporation,"Midc,Plot No.831,Kurduwadi",,,8095.48
2019,Cold Storages,Solapur,Maharashtra State Warehousing Corporation,"Midc,Plot No.B-10,Chincholi",,,1759.38
2020,Cold Storages,Solapur,Maharashtra State Warehousing Corporation,"Korti Rd,Pandharpur",,,5322.87
2021,Cold Storages,Solapur,Maharashtra State Warehousing Corporation,"Midc,Plot-20,PArbhani",,,8152.62
2022,Cold Storages,Solapur,"Makai SSK Ltd.,Bhilarwadi","Godown-No-3,Bhilarwadi,Tq;Karmala",,,7666.6
2023,Cold Storages,Solapur,Ms Dattakamal Cold Storage Pvt Limited,Kasegaon Distt Solapur,Shri Ramakant Dattatray Pawar,,2000.0
2024,Cold Storages,Solapur,Ramdeo Warehouse Pvt Ltd,"Gat No. 34/2, Besides N H No.9, Vill: Mulegaon, Lamantanda, Tal: South Solapur, Dist: Solapur",,,6064.0
2025,Cold Storages,Solapur,Ramedo Warehouse PVt. Ltd.,"Gno-34/2,Mulegaon,Tq.South SOlapur",,,8896.61
2026,Cold Storages,Solapur,"Shetkari Sahakari Soot Girni, Gat Nol159/2, Tal. Sangola, Dist. Solapur","Sangole, Dist. Solapur",,,2892.0
2027,Cold Storages,Solapur,"Shivamrut Dudh Utpadak Sahakari Sangh Ltd.,",Solapur,,,570.0
2028,Cold Storages,Solapur,Shri Vithal SSK Ltd.Venunagar,"Godown -18,Venunagar,Pandharpur",,,12123.0
2029,Cold Storages,Solapur,Shri. Appasaheb Nivruti Lendre,Kadlas,,,200.0
2030,Cold Storages,Solapur,Shri. Ramchamdra Dhondiba Sarate,Kasagaon,,,153.0
2031,Cold Storages,Solapur,Shukla Warehousing,"Industrial Estate No. 3, Gatachi Wadi, Plot No. 6,8,10, Tal: Barshi, Dist: Solapur, PIN - 413401",,,3000.0
2032,Cold Storages,Solapur,Smt. Godabai Shrirang Vyavahare,"A/P Karkamb, Tal Pandharpur, Dist. Solapur � 413302",,,700.0
2033,Cold Storages,Solapur,Sou. Rajeshwari Dayasagar Salutji,"Mno-79-Hipparga,Tq.Uttar Solapur",,,564.951
2034,Cold Storages,Solapur,Sugarcane Producers Vividh Karyakari Society,"At Malinagar,Tq:Malshiras",,,490.0
2035,Cold Storages,Solapur,Vama Warehouse Corporation,"Gno-88/3/2,A/P-Bhoyare,Tq.Barshi",,,1471.91
2036,Cold Storages,Solapur,Vitthalrao Shinde SSK,"Gangamainagar � Pimpalner, Tal: Madha, Dist: Solapur",,,20000.0
2037,Cold Storages,Thane,M/S Dinesh Roadlines,"Sno-5(3),Walshind Village,Tq.Bhiwandi",,,9000.1
2038,Cold Storages,Thane,"M/S Kinhavali Vibhag Shetkari Sah. Bhat Girani Ltd.,",Kinhavali,,,162.0
2039,Cold Storages,Thane,Mr. Shantilal Meghraj Gandhi,"Sr.No.155 H.No.3/1,Dahisar,Taluk-Palghar",,,2294.49
2040,Cold Storages,Thane,Mrs. Harsha Pradeep Patel,"Sno-301,Mz:Saravali,Tq.Dahanu",,,2928.05
